id,label
0,8
1,7
2,0
3,0
4,5
5,7
6,4
7,8
8,8
9,7
10,6
11,4
12,6
13,7
14,1
15,2
16,8
17,8
18,0
19,9
20,4
21,8
22,6
23,8
24,3
25,9
26,9
27,0
28,3
29,1
30,3
31,1
32,9
33,9
34,1
35,9
36,0
37,4
38,3
39,3
40,1
41,0
42,9
43,9
44,0
45,0
46,0
47,1
48,9
49,1
50,9
51,8
52,8
53,3
54,2
55,1
56,6
57,6
58,9
59,1
60,3
61,2
62,5
63,0
64,3
65,6
66,5
67,1
68,0
69,9
70,8
71,7
72,7
73,2
74,3
75,2
76,1
77,3
78,4
79,8
80,9
81,0
82,7
83,4
84,6
85,6
86,1
87,2
88,3
89,5
90,0
91,2
92,9
93,4
94,3
95,0
96,1
97,2
98,2
99,5
100,2
101,9
102,5
103,7
104,7
105,7
106,5
107,0
108,2
109,3
110,4
111,5
112,2
113,9
114,9
115,3
116,0
117,2
118,3
119,9
120,2
121,6
122,5
123,6
124,7
125,6
126,5
127,9
128,5
129,9
130,2
131,9
132,2
133,3
134,4
135,4
136,3
137,0
138,1
139,6
140,2
141,6
142,8
143,5
144,1
145,1
146,0
147,9
148,5
149,7
150,1
151,3
152,1
153,1
154,9
155,2
156,9
157,3
158,3
159,3
160,1
161,1
162,9
163,2
164,1
165,2
166,9
167,1
168,0
169,2
170,2
171,2
172,6
173,1
174,9
175,0
176,6
177,9
178,1
179,0
180,9
181,0
182,1
183,2
184,9
185,3
186,3
187,1
188,8
189,8
190,9
191,1
192,9
193,9
194,9
195,3
196,2
197,3
198,4
199,4
200,3
201,7
202,7
203,4
204,8
205,5
206,1
207,8
208,7
209,3
210,1
211,9
212,3
213,3
214,1
215,3
216,0
217,9
218,0
219,0
220,7
221,8
222,4
223,8
224,2
225,9
226,0
227,4
228,6
229,4
230,6
231,6
232,5
233,0
234,8
235,9
236,3
237,3
238,2
239,0
240,0
241,5
242,6
243,2
244,1
245,1
246,4
247,2
248,3
249,0
250,0
251,7
252,1
253,3
254,3
255,1
256,0
257,1
258,9
259,3
260,1
261,5
262,5
263,7
264,7
265,3
266,1
267,7
268,4
269,4
270,5
271,5
272,2
273,0
274,2
275,9
276,2
277,0
278,0
279,1
280,0
281,9
282,3
283,3
284,6
285,4
286,1
287,0
288,6
289,8
290,5
291,4
292,9
293,0
294,1
295,1
296,9
297,2
298,2
299,5
300,9
301,7
302,6
303,4
304,2
305,3
306,1
307,1
308,0
309,1
310,7
311,0
312,1
313,0
314,2
315,0
316,2
317,5
318,8
319,7
320,0
321,3
322,1
323,1
324,9
325,3
326,6
327,9
328,0
329,7
330,3
331,3
332,2
333,4
334,6
335,9
336,3
337,9
338,1
339,2
340,2
341,0
342,4
343,8
344,5
345,5
346,9
347,3
348,2
349,1
350,3
351,0
352,2
353,1
354,9
355,9
356,1
357,1
358,0
359,0
360,1
361,9
362,0
363,9
364,0
365,9
366,3
367,0
368,2
369,1
370,1
371,1
372,3
373,1
374,8
375,9
376,0
377,1
378,4
379,9
380,1
381,2
382,3
383,9
384,8
385,2
386,0
387,9
388,1
389,2
390,6
391,4
392,8
393,8
394,2
395,4
396,7
397,8
398,1
399,0
400,2
401,3
402,0
403,8
404,7
405,1
406,3
407,9
408,2
409,3
410,1
411,2
412,2
413,2
414,0
415,6
416,2
417,0
418,2
419,9
420,2
421,8
422,8
423,4
424,2
425,9
426,1
427,3
428,0
429,3
430,9
431,3
432,7
433,2
434,9
435,8
436,1
437,9
438,2
439,9
440,6
441,5
442,9
443,2
444,0
445,1
446,3
447,0
448,9
449,9
450,9
451,3
452,5
453,2
454,9
455,3
456,5
457,4
458,7
459,9
460,2
461,0
462,9
463,2
464,5
465,0
466,1
467,2
468,2
469,0
470,1
471,2
472,6
473,2
474,7
475,9
476,0
477,0
478,3
479,1
480,0
481,8
482,8
483,8
484,6
485,8
486,6
487,8
488,9
489,9
490,0
491,1
492,3
493,9
494,3
495,1
496,2
497,7
498,4
499,6
500,0
501,6
502,7
503,5
504,3
505,2
506,0
507,0
508,0
509,1
510,2
511,1
512,6
513,9
514,7
515,8
516,0
517,9
518,9
519,4
520,8
521,4
522,9
523,0
524,4
525,2
526,3
527,9
528,2
529,0
530,4
531,1
532,1
533,2
534,2
535,0
536,3
537,4
538,5
539,1
540,7
541,5
542,9
543,9
544,7
545,8
546,7
547,6
548,3
549,3
550,0
551,2
552,0
553,2
554,6
555,4
556,6
557,3
558,3
559,2
560,3
561,2
562,0
563,2
564,2
565,0
566,7
567,2
568,0
569,0
570,1
571,1
572,5
573,4
574,5
575,7
576,5
577,4
578,0
579,1
580,3
581,3
582,0
583,3
584,3
585,2
586,3
587,9
588,3
589,8
590,6
591,6
592,9
593,9
594,0
595,0
596,3
597,0
598,7
599,0
600,1
601,3
602,5
603,6
604,4
605,6
606,0
607,0
608,9
609,3
610,1
611,2
612,1
613,0
614,2
615,3
616,2
617,8
618,8
619,8
620,7
621,4
622,8
623,1
624,9
625,3
626,7
627,6
628,2
629,2
630,0
631,3
632,7
633,5
634,9
635,9
636,0
637,2
638,0
639,3
640,0
641,0
642,2
643,9
644,0
645,2
646,4
647,5
648,2
649,1
650,8
651,8
652,7
653,2
654,0
655,7
656,4
657,9
658,1
659,3
660,1
661,4
662,6
663,0
664,3
665,8
666,3
667,9
668,3
669,3
670,1
671,8
672,9
673,3
674,3
675,4
676,9
677,2
678,9
679,7
680,2
681,1
682,3
683,8
684,7
685,8
686,7
687,6
688,9
689,0
690,3
691,5
692,6
693,3
694,1
695,8
696,9
697,3
698,2
699,9
700,6
701,8
702,8
703,4
704,4
705,2
706,9
707,1
708,1
709,3
710,9
711,1
712,0
713,6
714,9
715,3
716,5
717,7
718,2
719,0
720,0
