id,label
0,5
1,3
2,8
3,8
4,7
5,8
6,1
7,2
8,2
9,8
10,7
11,4
12,5
13,6
14,4
15,8
16,8
17,6
18,4
19,6
20,4
21,7
22,7
23,4
24,7
25,7
26,4
27,3
28,7
29,2
30,7
31,0
32,6
33,0
34,5
35,5
36,7
37,7
38,1
39,6
40,6
41,5
42,2
43,8
44,4
45,9
46,8
47,2
48,5
49,2
50,4
51,8
52,1
53,8
54,5
55,7
56,8
57,1
58,2
59,7
60,7
61,4
62,7
63,8
64,7
65,5
66,8
67,7
68,2
69,1
70,8
71,8
72,8
73,8
74,7
75,4
76,2
77,6
78,2
79,1
80,4
81,4
82,7
83,5
84,7
85,4
86,0
87,6
88,6
89,5
90,8
91,9
92,7
93,7
94,3
95,1
96,8
97,8
98,4
99,7
100,8
101,5
102,4
103,4
104,1
105,4
106,2
107,2
108,3
109,7
110,5
111,0
112,5
113,1
114,5
115,6
116,7
117,7
118,9
119,9
120,8
121,5
122,5
123,4
124,7
125,4
126,5
127,7
128,4
129,6
130,6
131,7
132,6
133,7
134,4
135,6
136,6
137,0
138,7
139,4
140,8
141,7
142,4
143,7
144,6
145,9
146,7
147,2
148,8
149,7
150,8
151,7
152,3
153,9
154,9
155,2
156,3
157,1
158,2
159,5
160,1
161,8
162,2
163,5
164,7
165,0
166,8
167,7
168,3
169,2
170,4
171,7
172,0
173,5
174,6
175,8
176,7
177,8
178,2
179,8
180,8
181,8
182,2
183,7
184,9
185,7
186,4
187,7
188,5
189,4
190,8
191,1
192,8
193,4
194,5
195,9
196,2
197,4
198,6
199,4
200,6
201,6
202,7
203,8
204,5
205,7
206,8
207,6
208,5
209,8
210,9
211,8
212,6
213,6
214,4
215,3
216,5
217,2
218,7
219,4
220,8
221,7
222,3
223,6
224,7
225,9
226,6
227,8
228,7
229,7
230,8
231,8
232,5
233,8
234,5
235,6
236,7
237,4
238,6
239,5
240,6
241,8
242,4
243,6
244,4
245,7
246,1
247,8
248,5
249,8
250,6
251,3
252,4
253,7
254,5
255,5
256,6
257,4
258,8
259,5
260,7
261,2
262,8
263,2
264,2
265,8
266,4
267,8
268,1
269,7
270,6
271,8
272,4
273,3
274,4
275,6
276,7
277,2
278,8
279,3
280,8
281,7
282,4
283,0
284,2
285,5
286,8
287,4
288,5
289,4
290,2
291,1
292,8
293,5
294,1
295,5
296,3
297,2
298,7
299,8
300,4
301,7
302,7
303,5
304,6
305,4
306,8
307,6
308,4
309,2
310,2
311,4
312,1
313,8
314,5
315,7
316,4
317,7
318,2
319,2
320,7
321,4
322,8
323,3
324,4
325,7
326,7
327,3
328,4
329,4
330,7
331,3
332,8
333,2
334,6
335,9
336,5
337,8
338,8
339,3
340,7
341,7
342,8
343,6
344,1
345,3
346,4
347,6
348,4
349,8
350,2
351,4
352,7
353,4
354,4
355,9
356,6
357,4
358,0
359,1
360,4
361,8
362,4
363,6
364,6
365,8
366,4
367,5
368,8
369,6
370,6
371,8
372,4
373,7
374,1
