id,label
0,6
1,1
2,2
3,3
4,9
5,5
6,4
7,8
8,2
9,9
10,1
11,1
12,1
13,6
14,0
15,1
16,8
17,6
18,6
19,0
20,1
21,0
22,2
23,1
24,0
25,9
26,0
27,9
28,0
29,2
30,0
31,0
32,6
33,0
34,5
35,5
36,8
37,7
38,6
39,2
40,3
41,8
42,2
43,0
44,6
45,9
46,9
47,2
48,2
49,2
50,4
51,0
52,1
53,8
54,5
55,7
56,1
57,4
58,2
59,3
60,9
61,4
62,9
63,9
64,7
65,1
66,2
67,8
68,2
69,1
70,8
71,4
72,8
73,4
74,0
75,4
76,8
77,6
78,2
79,1
80,0
81,4
82,9
83,5
84,9
85,1
86,0
87,6
88,6
89,5
90,8
91,9
92,2
93,7
94,2
95,3
96,2
97,2
98,1
99,7
100,8
101,2
102,0
103,7
104,1
105,0
106,2
107,2
108,3
109,3
110,5
111,4
112,3
113,1
114,5
115,6
116,0
117,2
118,9
119,9
120,4
121,5
122,5
123,1
124,0
125,4
126,5
127,4
128,4
129,6
130,6
131,7
132,6
133,1
134,2
135,6
136,6
137,0
138,7
139,4
140,8
141,0
142,1
143,7
144,6
145,7
146,8
147,2
148,8
149,7
150,3
151,9
152,6
153,9
154,9
155,2
156,3
157,1
158,2
159,1
160,1
161,9
162,2
163,3
164,2
165,8
166,2
167,9
168,3
169,2
170,1
171,7
172,1
173,5
174,6
175,6
176,7
177,8
178,2
179,9
180,0
181,2
182,1
183,2
184,9
185,0
186,5
187,3
188,3
189,7
190,8
191,1
192,2
193,5
194,5
195,9
196,2
197,0
198,6
199,0
200,6
201,6
202,1
203,9
204,5
205,9
206,9
207,6
208,5
209,4
210,9
211,2
212,3
213,0
214,8
215,3
216,3
217,2
218,7
219,4
220,8
221,7
222,3
223,6
224,7
225,9
226,1
227,7
228,9
229,9
230,2
231,8
232,5
233,8
234,5
235,3
236,2
237,0
238,1
239,2
240,6
241,5
242,6
243,9
244,0
245,1
246,1
247,8
248,0
249,3
250,2
251,3
252,0
253,6
254,5
255,4
256,8
257,0
258,2
259,3
260,9
261,2
262,6
263,2
264,2
265,7
266,0
267,1
268,1
269,7
270,6
271,4
272,1
273,3
274,1
275,3
276,7
277,2
278,6
279,3
280,0
281,0
282,1
283,0
284,2
285,5
286,1
287,0
288,1
289,0
290,2
291,1
292,9
293,1
294,1
295,3
296,3
297,2
298,9
299,3
300,1
301,0
302,0
303,5
304,6
305,5
306,7
307,6
308,8
309,2
310,2
311,0
312,1
313,8
314,5
315,1
316,4
317,7
318,2
319,2
320,7
321,0
322,9
323,3
324,4
325,2
326,9
327,3
328,2
329,4
330,3
331,3
332,0
333,2
334,1
335,9
336,5
337,8
338,2
339,3
340,0
341,8
342,8
343,6
344,8
345,3
346,0
347,1
348,4
349,5
350,2
351,1
352,0
353,0
354,0
355,9
356,1
357,1
358,1
359,7
360,4
361,8
362,1
363,6
364,6
365,8
366,0
367,5
368,9
369,6
370,6
371,2
372,6
373,9
374,1
375,6
376,1
377,3
378,8
379,6
380,5
381,4
382,2
383,9
384,3
385,4
386,8
387,1
388,9
389,0
390,8
391,5
392,3
393,1
394,0
395,1
396,3
397,4
398,2
399,2
400,2
401,4
402,4
403,1
404,0
405,0
406,9
407,1
408,6
409,5
410,1
411,1
412,3
413,0
414,5
415,3
416,2
417,6
418,2
419,8
420,7
421,3
422,0
423,7
424,6
425,0
426,0
427,8
428,1
429,9
430,0
431,5
432,7
433,7
434,8
435,4
436,1
437,9
438,3
439,4
440,6
441,7
442,2
443,2
444,1
445,7
446,0
447,0
448,2
449,0
450,5
451,8
452,2
453,4
454,0
455,1
456,3
457,3
458,4
459,5
460,0
461,3
462,4
463,8
464,1
465,4
466,8
467,3
468,3
469,1
470,8
471,0
472,1
473,0
474,2
475,7
476,0
477,9
478,6
479,0
480,1
481,7
482,0
483,4
484,3
485,8
486,9
487,2
488,2
489,5
490,3
491,2
492,8
493,5
494,2
495,2
496,1
497,0
498,4
499,1
500,0
501,0
502,0
503,2
504,1
505,1
506,8
507,6
508,7
509,4
510,2
511,4
512,5
513,9
514,4
515,1
516,2
517,1
518,1
519,2
520,9
521,9
522,2
523,1
524,8
525,0
526,2
527,7
528,4
529,3
530,1
531,8
532,5
533,4
534,8
535,6
536,0
537,6
538,3
539,8
540,8
541,3
542,2
543,4
544,7
545,0
546,2
547,3
548,5
549,2
550,9
551,4
552,3
553,0
554,3
555,0
556,6
557,9
558,2
559,3
560,0
561,2
562,5
563,8
564,0
565,6
566,2
567,9
568,3
569,0
570,3
571,8
572,2
573,0
574,3
575,9
576,3
577,7
578,8
579,3
580,6
581,2
582,5
583,8
584,4
585,0
586,3
587,1
588,1
589,0
590,2
591,9
592,1
593,1
594,1
595,3
596,4
597,0
598,9
599,7
600,4
601,0
602,4
603,1
604,9
605,0
606,1
607,4
608,9
609,1
610,3
611,8
612,2
613,7
614,9
615,7
616,2
617,4
618,5
619,6
620,0
621,9
622,1
623,0
624,5
625,4
626,3
627,1
628,6
629,2
630,4
631,9
632,2
633,4
634,0
635,1
636,2
637,1
638,9
639,9
640,0
641,8
642,6
643,6
644,0
645,5
646,9
647,2
648,0
649,9
650,9
651,2
652,8
653,4
654,5
655,5
656,1
657,1
658,0
659,3
660,7
661,1
662,8
663,0
664,2
665,4
666,7
667,7
668,3
669,0
670,7
671,3
672,8
673,8
674,5
675,2
676,1
677,7
678,5
679,9
680,3
681,1
682,6
683,4
684,7
685,1
686,4
687,6
688,0
689,4
690,2
691,1
692,3
693,4
694,5
695,6
696,3
697,5
698,4
699,5
700,5
701,6
702,7
703,3
704,5
705,2
706,6
707,9
708,2
709,4
710,9
711,1
712,2
713,3
714,2
715,0
716,2
717,4
718,8
719,6
720,0
721,2
722,9
723,1
724,9
725,7
726,2
727,1
728,9
729,1
730,4
731,7
732,9
733,2
734,9
735,1
736,0
737,1
738,8
739,4
740,2
741,0
742,4
743,7
744,3
745,1
746,0
747,1
748,0
749,4
750,3
751,2
752,8
753,5
754,0
755,0
756,2
757,1
758,9
759,0
760,9
761,0
762,2
763,0
764,8
765,3
766,7
767,9
768,5
769,6
770,4
771,7
772,4
773,2
774,7
775,8
776,8
777,0
778,7
779,5
780,3
781,2
782,2
783,3
784,2
785,5
786,9
787,0
788,2
789,3
790,4
791,3
792,4
793,8
794,1
795,7
796,4
797,8
798,5
799,9
800,1
801,1
802,8
803,9
804,8
805,2
806,4
807,2
808,0
809,7
810,4
811,6
812,5
813,3
814,5
815,7
816,5
817,4
818,5
819,2
820,6
821,9
822,5
823,9
824,9
825,3
826,0
827,3
828,9
829,5
830,2
831,0
832,1
833,0
834,4
835,5
836,1
837,2
838,3
839,0
840,1
841,0
842,3
843,4
844,5
845,8
846,3
847,2
848,8
849,0
850,8
851,0
852,2
853,1
854,6
855,4
856,8
857,1
858,1
859,3
860,8
861,2
862,2
863,9
864,0
865,3
866,8
867,4
868,6
869,7
870,0
871,6
872,0
873,6
874,2
875,2
876,7
877,7
878,2
879,4
880,3
881,5
882,2
883,1
884,9
885,7
886,6
887,7
888,5
889,2
890,2
891,5
892,6
893,9
894,7
895,2
896,2
897,1
898,5
899,9
900,1
901,3
902,1
903,2
904,1
905,5
906,1
907,9
908,2
909,0
910,3
911,2
912,9
913,1
914,9
915,7
916,7
917,6
918,2
919,9
920,0
921,4
922,4
923,4
924,9
925,9
926,2
927,1
928,8
929,1
930,2
931,4
932,8
933,4
934,8
935,5
936,4
937,0
938,3
939,9
940,4
941,7
942,3
943,5
944,6
945,9
946,9
947,5
948,8
949,7
950,7
951,6
952,7
953,8
954,9
955,7
956,0
957,2
958,7
959,9
960,0
961,6
962,1
963,9
964,2
965,2
966,8
967,0
968,8
969,4
970,2
971,0
972,2
973,1
974,2
975,0
976,0
977,3
978,2
979,3
980,7
981,0
982,9
983,7
984,0
985,2
986,0
987,0
988,2
989,1
990,1
991,4
992,0
993,8
994,8
995,1
996,9
997,6
998,6
999,2
1000,5
1001,7
1002,8
1003,7
1004,0
1005,2
1006,5
1007,7
1008,7
1009,0
1010,2
1011,0
1012,1
1013,3
1014,4
1015,4
1016,1
1017,4
1018,5
1019,3
1020,1
1021,1
1022,1
1023,1
1024,2
1025,9
1026,2
1027,0
1028,5
1029,3
1030,1
1031,9
1032,8
1033,6
1034,5
1035,7
1036,5
1037,2
1038,9
1039,6
1040,9
1041,3
1042,1
1043,4
1044,4
1045,0
1046,3
1047,1
1048,2
1049,2
1050,1
1051,3
1052,5
1053,6
1054,1
1055,7
1056,8
1057,1
1058,9
1059,3
1060,4
1061,2
1062,1
1063,7
1064,8
1065,8
1066,2
1067,1
1068,2
1069,0
1070,7
1071,2
1072,5
1073,6
1074,1
1075,2
1076,9
1077,3
1078,1
1079,0
1080,2
1081,3
1082,9
1083,4
1084,4
1085,2
1086,3
1087,1
1088,3
1089,9
1090,7
1091,8
1092,4
1093,2
1094,5
1095,6
1096,4
1097,8
1098,1
1099,0
1100,0
1101,7
1102,9
1103,3
1104,9
1105,0
1106,1
1107,4
1108,6
1109,1
1110,5
1111,9
1112,1
1113,8
1114,8
1115,1
1116,1
1117,2
1118,8
1119,0
1120,0
1121,0
1122,2
1123,3
1124,1
1125,9
1126,7
1127,2
1128,1
1129,0
1130,1
1131,2
1132,3
1133,2
1134,0
1135,0
1136,3
1137,6
1138,8
1139,7
1140,5
1141,2
1142,9
1143,2
1144,3
1145,6
1146,1
1147,4
1148,2
1149,5
1150,5
1151,9
1152,5
1153,9
1154,3
1155,7
1156,8
1157,7
1158,3
1159,9
1160,2
1161,0
1162,8
1163,0
1164,0
1165,2
1166,0
1167,7
1168,4
1169,7
1170,7
1171,4
1172,5
1173,4
1174,0
1175,8
1176,6
1177,3
1178,0
1179,6
1180,8
1181,0
1182,1
1183,2
1184,6
1185,8
1186,0
1187,9
1188,1
1189,8
1190,8
1191,9
1192,6
1193,8
1194,2
1195,6
1196,1
1197,5
1198,7
1199,8
1200,5
1201,1
1202,1
1203,2
